n,M,lambda0,M_over_N,bulk_nonzero_count,bulk_mean,bulk_std,bulk_min,bulk_max
24,93018,0.006049741133982338,0.005544304847717285,4095,0.00024272289593797744,0.00024773525925150976,3.4963628792241326e-12,0.001011804793627709
