quantity,slope,intercept,r_value,r_squared,p_value,slope_stderr,intercept_stderr,residual_std
log2_M_n,0.7035409513877945,-0.35773436814817394,0.9999682030282631,0.9999364070675735,3.3738880705204426e-20,0.0018701927211902418,0.039229493475354774,0.03922949347534925
S_n,0.5093,-0.9900909090909096,0.9999853972029535,0.9999707946191487,1.0171093829010784e-21,0.0009174664680158111,0.019244938991088,0.01924493899100974
