m,order,mean,std,sem,count,minimum,maximum
954,2.0,5.6542093370307045,0.024651773081444506,0.0007795575129899218,1000,5.575161429719723,5.725234496066373
954,inf,3.725075347392519,0.03172268484947086,0.0010031593762004362,1000,3.6308852614887677,3.8192918115921186
970,1.0,6.130865644453626,0.014932505823167345,0.00047220729574936335,1000,6.081765855403584,6.1693307699043025
970,2.0,5.647557717412568,0.025314513755739728,0.0008005152132780088,1000,5.558135161817645,5.720207075904839
970,inf,3.708050216233241,0.03205686521097714,0.0010137270871170192,1000,3.609821275126744,3.800962901057469
986,1.0,6.130155998343083,0.015293199510435378,0.00048361343164347794,1000,6.075268161337916,6.1764936342428625
986,2.0,5.641964532706299,0.02607317249636135,0.0008245061091496012,1000,5.548813004756684,5.70260792079168
986,inf,3.6933110621478535,0.03246111312881424,0.0010265105287144774,1000,3.5687023196001366,3.7719014604010233
1002,1.0,6.12837088512374,0.014117667863738132,0.00044643985699176144,1000,6.073423045115323,6.166647519145977
1002,2.0,5.634083942303371,0.024263785761129468,0.0007672882766353134,1000,5.53538746241388,5.707313150684783
1002,inf,3.6754152243323097,0.030948806168038884,0.0009786871835407072,1000,3.5571122356775047,3.776743395366253
1019,1.0,6.126380021312829,0.013968620288771692,0.000441726558825575,1000,6.071432071948739,6.171900689267513
1019,2.0,5.625939714576731,0.023572013431812786,0.0007454125148061055,1000,5.523566124252251,5.699824346793314
1019,inf,3.6578988812607576,0.0288566361365589,0.0009125269580224778,1000,3.534398726276202,3.745492340923673
1035,1.0,6.123746895537808,0.01393147786496478,0.0004405520122550839,1000,6.072223306964534,6.162207303556884
1035,2.0,5.616860780183342,0.023874878850160708,0.0007549899602708973,1000,5.5166708503668955,5.6853555526948725
1035,inf,3.6397198600548792,0.02923367027426008,0.0009244498243302107,1000,3.5234565595703176,3.715148761287717
1051,1.0,6.12312416467721,0.01389914130229337,0.0004395294403576596,1000,6.080897632091841,6.160995467462128
1051,2.0,5.610141636496714,0.024008687888070517,0.0007592213735840054,1000,5.53308984205269,5.674014407615103
1051,inf,3.623351702102844,0.029129269397650155,0.0009211483787321551,1000,3.529531222361121,3.7084857863513774
1067,1.0,6.121541684350277,0.01373370748731672,0.0004342979637842887,1000,6.072310112877058,6.165474557135281
1067,2.0,5.602634299112491,0.023457024448013616,0.0007417762438597697,1000,5.512457231457947,5.675939767423759
1067,inf,3.6074921181178357,0.027832371642150314,0.0008801368707347585,1000,3.4995036113256144,3.6953784196797055
1083,1.0,6.120915475653445,0.01349460869015559,0.000426736995935931,1000,6.0716594553251415,6.162579493130541
1083,2.0,5.59701820441306,0.02341060102052459,0.0007403082061831997,1000,5.513446022192622,5.671598994856507
1083,inf,3.5942079154478277,0.027821057224815857,0.0008797790774430127,1000,3.5066100808261362,3.6755821676576685
1099,1.0,6.118080318461787,0.014053576298018618,0.0004444131037269611,1000,6.078801819748214,6.169956510940372
1099,2.0,5.586755553702122,0.02446094306303982,0.0007735229379490151,1000,5.517833862576783,5.673727913838104
1099,inf,3.5755244868029714,0.028912668767052948,0.0009142988653789958,1000,3.4766164234491423,3.6668633398399675
1115,1.0,6.11603677415491,0.01308448405051849,0.0004137677160778409,1000,6.069895391656843,6.154903110745159
1115,2.0,5.578373013741046,0.022797721624450148,0.0007209272579573628,1000,5.493118536906002,5.645104208496785
1115,inf,3.5595147331315995,0.026800904186877226,0.0008475190058247503,1000,3.464691435559475,3.6320308440804374
1132,1.0,6.114078360311407,0.013488765575952518,0.00042655222044082913,1000,6.072346860623212,6.153580242979902
1132,2.0,5.569854027667205,0.023210194198735493,0.0007339707860283097,1000,5.497848318664817,5.635687652256253
1132,inf,3.543601068785172,0.02635564341309226,0.0008334386238458555,1000,3.465884495475593,3.6167086549730585
1148,1.0,6.113098649596618,0.01368025577008401,0.0004326076720712623,1000,6.062323502880859,6.150504604319429
1148,2.0,5.562758788492073,0.023726811748864315,0.0007503076674045426,1000,5.469502798431894,5.624829528458396
1148,inf,3.5286782779979835,0.027190433224638672,0.0008598369955657494,1000,3.430278302752841,3.594478067581269
1164,1.0,6.109938325710588,0.01334230108170717,0.00042192060645922984,1000,6.064419396875095,6.155650656016418
1164,2.0,5.552683783937748,0.023055325497901537,0.0007290734076992445,1000,5.4668103626882925,5.626599291704068
1164,inf,3.5124581356632816,0.02563858264497916,0.0008107631713659832,1000,3.4183825860010377,3.596421859963111
1180,1.0,6.1089313649388135,0.01253896321613476,0.00039651683260056,1000,6.067124565238944,6.1447101561434465
1180,2.0,5.545774270629745,0.02204221154025019,0.0006970359313443883,1000,5.476927536530022,5.608242388578103
1180,inf,3.498456716060601,0.024973475644318247,0.0007897306412678671,1000,3.421050197318088,3.5760713895944627
1196,1.0,6.106783684823804,0.012827608254380667,0.00040564459016219486,1000,6.058059415083571,6.144043785852247
1196,2.0,5.536965213953223,0.02319456540434924,0.0007334765601548795,1000,5.442027991895828,5.603591801389369
1196,inf,3.4835329567181397,0.025873998314314188,0.0008182076684859006,1000,3.378370771807162,3.5595335118278433
1212,1.0,6.104820756883488,0.012490042854687711,0.0003949698349392464,1000,6.0623429574845416,6.143373400057491
1212,2.0,5.528294619853479,0.021904785251701208,0.0006926901305224052,1000,5.445801378646134,5.591530203637959
1212,inf,3.468534892524504,0.024410597589827943,0.0007719308742967298,1000,3.3738184591886844,3.5323184302688504
1229,1.0,6.102277649944095,0.012829959130640984,0.00040571893139699307,1000,6.048045738920924,6.1415926505766185
1229,2.0,5.519035178897804,0.022578576058704263,0.000713997266688531,1000,5.432007056837479,5.5798605345412104
1229,inf,3.453256331227762,0.025085239811025447,0.0007932649345437223,1000,3.369303750593687,3.5245460008291847
1245,1.0,6.099959299329385,0.012674130650984203,0.00040079120219662663,1000,6.056465832601821,6.138944665117414
1245,2.0,5.508904164373733,0.022463812911443143,0.0007103681373205865,1000,5.432847162471243,5.570169772678915
1245,inf,3.4368943256869313,0.024112983760065553,0.0007625194986445822,1000,3.3565922036965565,3.5025775367808247
1261,1.0,6.098323538392151,0.012290254119889881,0.0003886519604112016,1000,6.0587438246249965,6.135027487498629
1261,2.0,5.500845978134956,0.021910881105213057,0.000692882898336207,1000,5.439533863344791,5.567067038682541
1261,inf,3.4235094360203235,0.02380969569876589,0.0007529286880361453,1000,3.3433640734085435,3.4881705392294227
1277,1.0,6.096623648939634,0.012315092685861683,0.0003894374248340341,1000,6.058393827256235,6.139792134724946
1277,2.0,5.492952534907251,0.022052889053904436,0.0006973735839733378,1000,5.423487722772857,5.561314016206447
1277,inf,3.410206089725144,0.02354790044418492,0.0007446499951851503,1000,3.3363117514543066,3.4736778046444647
1293,1.0,6.094249791502009,0.01258761112714988,0.00039805521462272977,1000,6.051859537151202,6.131480116522885
1293,2.0,5.4835991691619,0.022134485700257465,0.0006999538964924063,1000,5.410074109984294,5.55200581570414
1293,inf,3.3958337086465007,0.023085775673143696,0.0007300363267884095,1000,3.3172946760316617,3.4646699281446844
1309,1.0,6.090620509790591,0.012323004888162776,0.0003896876306398289,1000,6.054308390603668,6.12425769227679
1309,2.0,5.471448235584777,0.021845327280849827,0.0006908099043929826,1000,5.399271123007575,5.525522545653756
1309,inf,3.3787500657972145,0.02279870217181377,0.00072095826558759,1000,3.294026002071483,3.437983400325718
