n,M,family,sample,entropy
10,107,random_subsets_natural_partition,2490,4.065208785167009
10,107,random_subsets_natural_partition,2491,4.117684541235225
10,107,random_subsets_natural_partition,2492,4.08526489622336
10,107,random_subsets_natural_partition,2493,4.125272560005676
10,107,random_subsets_natural_partition,2494,4.129360157407629
10,107,random_subsets_natural_partition,2495,4.203441905489108
10,107,random_subsets_natural_partition,2496,4.2052076297941525
10,107,random_subsets_natural_partition,2497,4.191442255446193
10,107,random_subsets_natural_partition,2498,4.13742187746856
10,107,random_subsets_natural_partition,2499,4.049975300594978
10,107,random_subsets_natural_partition,2500,4.088867804361864
10,107,random_subsets_natural_partition,2501,3.983188628264377
10,107,random_subsets_natural_partition,2502,3.9192084945337977
10,107,random_subsets_natural_partition,2503,4.0266458230410525
10,107,random_subsets_natural_partition,2504,4.062421218010729
10,107,random_subsets_natural_partition,2505,4.0601185834070925
10,107,random_subsets_natural_partition,2506,4.077910548093394
10,107,random_subsets_natural_partition,2507,3.948973371049535
10,107,random_subsets_natural_partition,2508,4.068983639885668
10,107,random_subsets_natural_partition,2509,4.059923529723164
10,107,random_subsets_natural_partition,2510,4.121155387964588
10,107,random_subsets_natural_partition,2511,4.132856318695449
10,107,random_subsets_natural_partition,2512,4.002710100014674
10,107,random_subsets_natural_partition,2513,4.072255298625133
10,107,random_subsets_natural_partition,2514,4.08234351166535
10,107,random_subsets_natural_partition,2515,4.084478366772007
10,107,random_subsets_natural_partition,2516,4.103959433699813
10,107,random_subsets_natural_partition,2517,4.0922464254036655
10,107,random_subsets_natural_partition,2518,4.110530821102702
10,107,random_subsets_natural_partition,2519,4.076396851499045
10,107,random_subsets_natural_partition,2520,4.165914126814985
10,107,random_subsets_natural_partition,2521,4.160156353708173
10,107,random_subsets_natural_partition,2522,4.15049190743132
10,107,random_subsets_natural_partition,2523,4.139484789054821
10,107,random_subsets_natural_partition,2524,4.041769839335891
10,107,random_subsets_natural_partition,2525,4.190956233416608
10,107,random_subsets_natural_partition,2526,3.9460539443422777
10,107,random_subsets_natural_partition,2527,4.170803979350681
10,107,random_subsets_natural_partition,2528,4.162077003919723
10,107,random_subsets_natural_partition,2529,4.0865871231201
10,107,random_subsets_natural_partition,2530,4.108786621574207
10,107,random_subsets_natural_partition,2531,4.111090065179554
10,107,random_subsets_natural_partition,2532,4.070505913984296
10,107,random_subsets_natural_partition,2533,4.063936186908613
10,107,random_subsets_natural_partition,2534,4.072521991581094
10,107,random_subsets_natural_partition,2535,4.061834432219165
10,107,random_subsets_natural_partition,2536,4.1109632168480355
10,107,random_subsets_natural_partition,2537,4.083093755302398
10,107,random_subsets_natural_partition,2538,4.073428522959789
10,107,random_subsets_natural_partition,2539,4.090870241994876
10,107,random_subsets_natural_partition,2540,4.044769642740832
10,107,random_subsets_natural_partition,2541,4.106617644647115
10,107,random_subsets_natural_partition,2542,4.085120245767483
10,107,random_subsets_natural_partition,2543,4.089845065425619
10,107,random_subsets_natural_partition,2544,4.094232244686451
10,107,random_subsets_natural_partition,2545,4.011180501270897
10,107,random_subsets_natural_partition,2546,4.186070196315167
10,107,random_subsets_natural_partition,2547,4.108527037304291
10,107,random_subsets_natural_partition,2548,4.065069181985527
10,107,random_subsets_natural_partition,2549,4.122719487960752
10,107,random_subsets_natural_partition,2550,4.061974221937035
10,107,random_subsets_natural_partition,2551,4.009142880719685
10,107,random_subsets_natural_partition,2552,4.1178555023953285
10,107,random_subsets_natural_partition,2553,4.117436770877919
10,107,random_subsets_natural_partition,2554,4.01907082896371
10,107,random_subsets_natural_partition,2555,4.125669703794281
10,107,random_subsets_natural_partition,2556,4.097729884962752
10,107,random_subsets_natural_partition,2557,4.089160288523898
10,107,random_subsets_natural_partition,2558,4.114798387933668
10,107,random_subsets_natural_partition,2559,4.160385710593204
10,107,random_subsets_natural_partition,2560,4.101018766496418
10,107,random_subsets_natural_partition,2561,4.064905595705791
10,107,random_subsets_natural_partition,2562,4.126733753305131
10,107,random_subsets_natural_partition,2563,4.051525577138447
10,107,random_subsets_natural_partition,2564,4.053732309853518
10,107,random_subsets_natural_partition,2565,4.197641782230477
10,107,random_subsets_natural_partition,2566,4.129729619038522
10,107,random_subsets_natural_partition,2567,4.182025684608014
10,107,random_subsets_natural_partition,2568,4.041229316695232
10,107,random_subsets_natural_partition,2569,4.0966134187893175
10,107,random_subsets_natural_partition,2570,4.1240389320975845
10,107,random_subsets_natural_partition,2571,4.074688858042028
10,107,random_subsets_natural_partition,2572,4.13184195572243
10,107,random_subsets_natural_partition,2573,4.04959109749996
10,107,random_subsets_natural_partition,2574,4.184796920760665
10,107,random_subsets_natural_partition,2575,4.163497056424469
10,107,random_subsets_natural_partition,2576,4.092169796328548
10,107,random_subsets_natural_partition,2577,4.063936586446451
10,107,random_subsets_natural_partition,2578,4.075340900831494
10,107,random_subsets_natural_partition,2579,4.065816589849712
10,107,random_subsets_natural_partition,2580,4.033737183943317
10,107,random_subsets_natural_partition,2581,3.913264121718485
10,107,random_subsets_natural_partition,2582,4.0978050755103865
10,107,random_subsets_natural_partition,2583,3.9998760817007875
10,107,random_subsets_natural_partition,2584,4.116589497455336
10,107,random_subsets_natural_partition,2585,4.154489594038851
10,107,random_subsets_natural_partition,2586,4.049444868412106
10,107,random_subsets_natural_partition,2587,4.092667077918538
10,107,random_subsets_natural_partition,2588,4.11080726124718
10,107,random_subsets_natural_partition,2589,4.000573496544898
10,107,random_subsets_natural_partition,2590,4.068310296561275
10,107,random_subsets_natural_partition,2591,4.04814566465053
10,107,random_subsets_natural_partition,2592,4.059491251008775
10,107,random_subsets_natural_partition,2593,3.9714188414194442
10,107,random_subsets_natural_partition,2594,4.113941651844202
10,107,random_subsets_natural_partition,2595,4.112051767605644
10,107,random_subsets_natural_partition,2596,4.118260034104703
10,107,random_subsets_natural_partition,2597,4.0500078008440195
10,107,random_subsets_natural_partition,2598,4.148737953985595
10,107,random_subsets_natural_partition,2599,3.9770035025819506
10,107,random_subsets_natural_partition,2600,4.068424624921904
10,107,random_subsets_natural_partition,2601,4.085195385865075
10,107,random_subsets_natural_partition,2602,4.106213119096947
10,107,random_subsets_natural_partition,2603,4.038708200420803
10,107,random_subsets_natural_partition,2604,4.027732713381179
10,107,random_subsets_natural_partition,2605,4.131830121757323
10,107,random_subsets_natural_partition,2606,4.04505103699098
10,107,random_subsets_natural_partition,2607,4.101342598256931
10,107,random_subsets_natural_partition,2608,4.0738541312744125
10,107,random_subsets_natural_partition,2609,4.003771589051682
10,107,random_subsets_natural_partition,2610,4.040777170413379
10,107,random_subsets_natural_partition,2611,4.01632381587815
10,107,random_subsets_natural_partition,2612,4.077948595558956
10,107,random_subsets_natural_partition,2613,4.139552986209693
10,107,random_subsets_natural_partition,2614,3.9425473471508514
10,107,random_subsets_natural_partition,2615,4.134476657357418
10,107,random_subsets_natural_partition,2616,4.133523756488232
10,107,random_subsets_natural_partition,2617,4.055633748518047
10,107,random_subsets_natural_partition,2618,4.031310365177668
10,107,random_subsets_natural_partition,2619,4.100543372850093
10,107,random_subsets_natural_partition,2620,4.037190817941701
10,107,random_subsets_natural_partition,2621,4.068618732404778
10,107,random_subsets_natural_partition,2622,4.06717714076459
10,107,random_subsets_natural_partition,2623,3.914635398792021
10,107,random_subsets_natural_partition,2624,3.889946360617612
10,107,random_subsets_natural_partition,2625,4.0345972328103406
10,107,random_subsets_natural_partition,2626,3.997139737553393
10,107,random_subsets_natural_partition,2627,4.027900153486609
10,107,random_subsets_natural_partition,2628,4.176254409567427
10,107,random_subsets_natural_partition,2629,4.019340103117542
10,107,random_subsets_natural_partition,2630,4.003572635522096
10,107,random_subsets_natural_partition,2631,4.107256529586636
10,107,random_subsets_natural_partition,2632,4.120873965765253
10,107,random_subsets_natural_partition,2633,4.095141544684295
10,107,random_subsets_natural_partition,2634,3.99519489274998
10,107,random_subsets_natural_partition,2635,4.1192186079908115
10,107,random_subsets_natural_partition,2636,4.056300181293903
10,107,random_subsets_natural_partition,2637,3.938835310311644
10,107,random_subsets_natural_partition,2638,4.039436884155502
10,107,random_subsets_natural_partition,2639,4.0509674629956445
10,107,random_subsets_natural_partition,2640,4.081663625140398
10,107,random_subsets_natural_partition,2641,4.105559904548058
10,107,random_subsets_natural_partition,2642,4.175698311853765
10,107,random_subsets_natural_partition,2643,4.186458529836593
10,107,random_subsets_natural_partition,2644,4.058162454259188
10,107,random_subsets_natural_partition,2645,4.138499263766326
10,107,random_subsets_natural_partition,2646,4.003281214261474
10,107,random_subsets_natural_partition,2647,4.048215951022426
10,107,random_subsets_natural_partition,2648,4.18190450529998
10,107,random_subsets_natural_partition,2649,4.094077341789077
10,107,random_subsets_natural_partition,2650,4.024676699816596
10,107,random_subsets_natural_partition,2651,4.0908750246002885
10,107,random_subsets_natural_partition,2652,4.1109396332680745
10,107,random_subsets_natural_partition,2653,4.087783549659123
10,107,random_subsets_natural_partition,2654,4.1283326016187045
10,107,random_subsets_natural_partition,2655,4.097336246455706
10,107,random_subsets_natural_partition,2656,4.085681605935599
10,107,random_subsets_natural_partition,2657,4.108689247599189
10,107,random_subsets_natural_partition,2658,4.147017740989882
10,107,random_subsets_natural_partition,2659,4.030865101593217
10,107,random_subsets_natural_partition,2660,4.0899642617281
10,107,random_subsets_natural_partition,2661,4.042526645402079
10,107,random_subsets_natural_partition,2662,4.091378225686387
10,107,random_subsets_natural_partition,2663,3.9794127657566665
10,107,random_subsets_natural_partition,2664,4.087650711164567
10,107,random_subsets_natural_partition,2665,4.130363583798089
10,107,random_subsets_natural_partition,2666,4.0655498722597585
10,107,random_subsets_natural_partition,2667,4.0920311619771095
10,107,random_subsets_natural_partition,2668,4.11351269955802
10,107,random_subsets_natural_partition,2669,4.09480360128367
10,107,random_subsets_natural_partition,2670,4.195962373611621
10,107,random_subsets_natural_partition,2671,3.989603306626112
10,107,random_subsets_natural_partition,2672,3.9608439901665586
10,107,random_subsets_natural_partition,2673,4.159400384590538
10,107,random_subsets_natural_partition,2674,4.024125340586306
10,107,random_subsets_natural_partition,2675,4.134591644132665
10,107,random_subsets_natural_partition,2676,4.0201598135974095
10,107,random_subsets_natural_partition,2677,4.031212769046536
10,107,random_subsets_natural_partition,2678,4.16042490815628
10,107,random_subsets_natural_partition,2679,4.167116638234753
10,107,random_subsets_natural_partition,2680,4.024877001497011
10,107,random_subsets_natural_partition,2681,4.07390948434808
10,107,random_subsets_natural_partition,2682,4.064027481718064
10,107,random_subsets_natural_partition,2683,4.115317956733147
10,107,random_subsets_natural_partition,2684,4.018767137075619
10,107,random_subsets_natural_partition,2685,4.190454563883484
10,107,random_subsets_natural_partition,2686,4.075807025818752
10,107,random_subsets_natural_partition,2687,4.041446379586094
10,107,random_subsets_natural_partition,2688,4.173408228817917
10,107,random_subsets_natural_partition,2689,4.127391167011901
10,107,random_subsets_natural_partition,2690,4.1896919036512985
10,107,random_subsets_natural_partition,2691,4.103602608078167
10,107,random_subsets_natural_partition,2692,4.084351437926385
10,107,random_subsets_natural_partition,2693,4.0339496889649515
10,107,random_subsets_natural_partition,2694,4.061642750752811
10,107,random_subsets_natural_partition,2695,4.09022304024781
10,107,random_subsets_natural_partition,2696,4.084440428585787
10,107,random_subsets_natural_partition,2697,4.0758935066804005
10,107,random_subsets_natural_partition,2698,4.099291158773774
10,107,random_subsets_natural_partition,2699,4.06318619629897
10,107,random_subsets_natural_partition,2700,3.9948075267722443
10,107,random_subsets_natural_partition,2701,4.071944065439488
10,107,random_subsets_natural_partition,2702,4.11486786401309
10,107,random_subsets_natural_partition,2703,4.050334872967995
10,107,random_subsets_natural_partition,2704,4.064073848055732
10,107,random_subsets_natural_partition,2705,4.142078874065395
10,107,random_subsets_natural_partition,2706,4.130731145595006
10,107,random_subsets_natural_partition,2707,4.0696286063471785
10,107,random_subsets_natural_partition,2708,3.966172032781214
10,107,random_subsets_natural_partition,2709,4.130553787999827
10,107,random_subsets_natural_partition,2710,4.078580444382317
10,107,random_subsets_natural_partition,2711,4.104462835156085
10,107,random_subsets_natural_partition,2712,4.075100319260451
10,107,random_subsets_natural_partition,2713,4.07182787077191
10,107,random_subsets_natural_partition,2714,4.113941015261982
10,107,random_subsets_natural_partition,2715,4.118684293419492
10,107,random_subsets_natural_partition,2716,4.091087250930841
10,107,random_subsets_natural_partition,2717,4.106566866291941
10,107,random_subsets_natural_partition,2718,4.101606875155597
10,107,random_subsets_natural_partition,2719,4.091178414852443
10,107,random_subsets_natural_partition,2720,4.024370696104495
10,107,random_subsets_natural_partition,2721,4.079596008836518
10,107,random_subsets_natural_partition,2722,4.113863624508268
10,107,random_subsets_natural_partition,2723,4.147389935613045
10,107,random_subsets_natural_partition,2724,4.022787752554817
10,107,random_subsets_natural_partition,2725,4.140341302403638
10,107,random_subsets_natural_partition,2726,4.027319901807853
10,107,random_subsets_natural_partition,2727,4.1012880744250735
10,107,random_subsets_natural_partition,2728,4.190992552312779
10,107,random_subsets_natural_partition,2729,4.102632721570327
10,107,random_subsets_natural_partition,2730,4.0922421779422145
10,107,random_subsets_natural_partition,2731,4.080967586928994
10,107,random_subsets_natural_partition,2732,4.0911822610136115
10,107,random_subsets_natural_partition,2733,4.0808763913571235
10,107,random_subsets_natural_partition,2734,4.108237799895952
10,107,random_subsets_natural_partition,2735,4.0753077116425525
10,107,random_subsets_natural_partition,2736,4.123067674329951
10,107,random_subsets_natural_partition,2737,3.9950843216216905
10,107,random_subsets_natural_partition,2738,3.900619881684057
10,107,random_subsets_natural_partition,2739,4.031412735163938
10,107,random_subsets_natural_partition,2740,4.197180458504487
10,107,random_subsets_natural_partition,2741,4.124110805022174
10,107,random_subsets_natural_partition,2742,4.073080459309035
10,107,random_subsets_natural_partition,2743,4.124118748581081
10,107,random_subsets_natural_partition,2744,4.134695219810504
10,107,random_subsets_natural_partition,2745,4.070350369669103
10,107,random_subsets_natural_partition,2746,4.053774835991207
10,107,random_subsets_natural_partition,2747,4.074711174086631
10,107,random_subsets_natural_partition,2748,4.107191778427095
10,107,random_subsets_natural_partition,2749,4.089702364650843
10,107,random_subsets_natural_partition,2750,4.1163835439392455
10,107,random_subsets_natural_partition,2751,4.065922598520738
10,107,random_subsets_natural_partition,2752,4.093755056583914
10,107,random_subsets_natural_partition,2753,4.017388950228371
10,107,random_subsets_natural_partition,2754,4.086077322747587
10,107,random_subsets_natural_partition,2755,4.041954008242625
10,107,random_subsets_natural_partition,2756,4.157466219905885
10,107,random_subsets_natural_partition,2757,4.113335757393843
10,107,random_subsets_natural_partition,2758,4.151553283278183
10,107,random_subsets_natural_partition,2759,4.06938877651502
10,107,random_subsets_natural_partition,2760,3.9654107236965297
10,107,random_subsets_natural_partition,2761,4.082262346299463
10,107,random_subsets_natural_partition,2762,4.160620522806479
10,107,random_subsets_natural_partition,2763,4.053478999191902
10,107,random_subsets_natural_partition,2764,4.0951596349437684
10,107,random_subsets_natural_partition,2765,3.9333330149091914
10,107,random_subsets_natural_partition,2766,4.1010582598952245
10,107,random_subsets_natural_partition,2767,3.9874782318627404
10,107,random_subsets_natural_partition,2768,3.973969735744914
10,107,random_subsets_natural_partition,2769,4.138571468903977
10,107,random_subsets_natural_partition,2770,4.050206304906648
10,107,random_subsets_natural_partition,2771,3.9222811005214036
10,107,random_subsets_natural_partition,2772,4.107610238908124
10,107,random_subsets_natural_partition,2773,4.132611739602861
10,107,random_subsets_natural_partition,2774,3.888755909614736
10,107,random_subsets_natural_partition,2775,4.0365965721994925
10,107,random_subsets_natural_partition,2776,4.094202125601196
10,107,random_subsets_natural_partition,2777,4.0168836445024505
10,107,random_subsets_natural_partition,2778,4.1216251218268845
10,107,random_subsets_natural_partition,2779,4.153885606673773
10,107,random_subsets_natural_partition,2780,4.134036943525331
10,107,random_subsets_natural_partition,2781,4.124376259630139
10,107,random_subsets_natural_partition,2782,4.016826576722223
10,107,random_subsets_natural_partition,2783,4.063583703362842
10,107,random_subsets_natural_partition,2784,4.054979551532268
10,107,random_subsets_natural_partition,2785,4.115903163994546
10,107,random_subsets_natural_partition,2786,4.035754064894637
10,107,random_subsets_natural_partition,2787,4.029099584756868
10,107,random_subsets_natural_partition,2788,4.149270473006777
10,107,random_subsets_natural_partition,2789,4.037214737314474
10,107,random_subsets_natural_partition,2790,3.9284832573141375
10,107,random_subsets_natural_partition,2791,4.126810520416668
10,107,random_subsets_natural_partition,2792,3.9952275146570853
10,107,random_subsets_natural_partition,2793,3.9945439475874696
10,107,random_subsets_natural_partition,2794,4.092979910040209
10,107,random_subsets_natural_partition,2795,4.022209757880424
10,107,random_subsets_natural_partition,2796,4.003678883793393
10,107,random_subsets_natural_partition,2797,3.9808466723595606
10,107,random_subsets_natural_partition,2798,4.051209489497766
10,107,random_subsets_natural_partition,2799,4.029948595313735
10,107,random_subsets_natural_partition,2800,3.988912656321977
10,107,random_subsets_natural_partition,2801,4.0441964355377085
10,107,random_subsets_natural_partition,2802,4.076149001341824
10,107,random_subsets_natural_partition,2803,4.047221066055575
10,107,random_subsets_natural_partition,2804,4.127297898567336
10,107,random_subsets_natural_partition,2805,4.070338628037857
10,107,random_subsets_natural_partition,2806,4.033824003635226
10,107,random_subsets_natural_partition,2807,4.0754665320751435
10,107,random_subsets_natural_partition,2808,4.156516809091521
10,107,random_subsets_natural_partition,2809,3.9427777790757825
10,107,random_subsets_natural_partition,2810,4.117781950088956
10,107,random_subsets_natural_partition,2811,3.9974168498486313
10,107,random_subsets_natural_partition,2812,4.012752745003825
10,107,random_subsets_natural_partition,2813,4.043623568063137
10,107,random_subsets_natural_partition,2814,4.0727575647214405
10,107,random_subsets_natural_partition,2815,4.10343866867993
10,107,random_subsets_natural_partition,2816,4.066275207153187
10,107,random_subsets_natural_partition,2817,4.118412719555553
10,107,random_subsets_natural_partition,2818,4.019366862432713
10,107,random_subsets_natural_partition,2819,4.009501143268677
10,107,random_subsets_natural_partition,2820,4.136751884742865
10,107,random_subsets_natural_partition,2821,4.129319103175884
10,107,random_subsets_natural_partition,2822,4.13038459151191
10,107,random_subsets_natural_partition,2823,4.06637182571026
10,107,random_subsets_natural_partition,2824,4.148244125111193
10,107,random_subsets_natural_partition,2825,4.048127805804653
10,107,random_subsets_natural_partition,2826,4.049441441914705
10,107,random_subsets_natural_partition,2827,4.011667020265834
10,107,random_subsets_natural_partition,2828,4.028572365496105
10,107,random_subsets_natural_partition,2829,4.08499690848659
10,107,random_subsets_natural_partition,2830,4.1391253591971635
10,107,random_subsets_natural_partition,2831,4.154051233298051
10,107,random_subsets_natural_partition,2832,4.131538286401067
10,107,random_subsets_natural_partition,2833,4.146311291477579
10,107,random_subsets_natural_partition,2834,3.9464770061966883
10,107,random_subsets_natural_partition,2835,3.9908575417277015
10,107,random_subsets_natural_partition,2836,4.0838316412072375
10,107,random_subsets_natural_partition,2837,4.04062109101521
10,107,random_subsets_natural_partition,2838,4.107145687135443
10,107,random_subsets_natural_partition,2839,4.140514652233584
10,107,random_subsets_natural_partition,2840,4.153280021991822
10,107,random_subsets_natural_partition,2841,4.070080701078636
10,107,random_subsets_natural_partition,2842,4.118025293606161
10,107,random_subsets_natural_partition,2843,4.150228218947412
10,107,random_subsets_natural_partition,2844,4.120815543036321
10,107,random_subsets_natural_partition,2845,4.128894427666557
10,107,random_subsets_natural_partition,2846,4.086431800844893
10,107,random_subsets_natural_partition,2847,4.075859763733951
10,107,random_subsets_natural_partition,2848,3.9754226807020805
10,107,random_subsets_natural_partition,2849,4.140977015752607
10,107,random_subsets_natural_partition,2850,4.091223776740532
10,107,random_subsets_natural_partition,2851,4.038403279814895
10,107,random_subsets_natural_partition,2852,4.080567323334946
10,107,random_subsets_natural_partition,2853,4.149467473710263
10,107,random_subsets_natural_partition,2854,3.9933080164417643
10,107,random_subsets_natural_partition,2855,4.155304096589011
10,107,random_subsets_natural_partition,2856,4.0608064304084985
10,107,random_subsets_natural_partition,2857,4.108471842337299
10,107,random_subsets_natural_partition,2858,4.077387127383003
10,107,random_subsets_natural_partition,2859,4.091209908176118
10,107,random_subsets_natural_partition,2860,4.080903193091119
10,107,random_subsets_natural_partition,2861,4.076612306581974
10,107,random_subsets_natural_partition,2862,4.102422765190289
10,107,random_subsets_natural_partition,2863,4.064413808014461
10,107,random_subsets_natural_partition,2864,4.018070953571695
10,107,random_subsets_natural_partition,2865,4.104895803940114
10,107,random_subsets_natural_partition,2866,4.126225711976134
10,107,random_subsets_natural_partition,2867,4.128859151306567
10,107,random_subsets_natural_partition,2868,4.177116797871727
10,107,random_subsets_natural_partition,2869,4.1114252597846415
10,107,random_subsets_natural_partition,2870,4.085213182789369
10,107,random_subsets_natural_partition,2871,4.182180380824411
10,107,random_subsets_natural_partition,2872,4.02261299760953
10,107,random_subsets_natural_partition,2873,4.104719243565299
10,107,random_subsets_natural_partition,2874,4.126104073408311
10,107,random_subsets_natural_partition,2875,4.048189478450948
10,107,random_subsets_natural_partition,2876,4.111542622596752
10,107,random_subsets_natural_partition,2877,3.910424739851177
10,107,random_subsets_natural_partition,2878,4.022672723292076
10,107,random_subsets_natural_partition,2879,4.080211079899436
10,107,random_subsets_natural_partition,2880,4.0754542476930125
10,107,random_subsets_natural_partition,2881,4.053623070146566
10,107,random_subsets_natural_partition,2882,4.139667909296342
10,107,random_subsets_natural_partition,2883,4.120833130729103
10,107,random_subsets_natural_partition,2884,4.064175511864066
10,107,random_subsets_natural_partition,2885,4.091011846227918
10,107,random_subsets_natural_partition,2886,4.022257455112098
10,107,random_subsets_natural_partition,2887,4.068111745570498
10,107,random_subsets_natural_partition,2888,4.033248501199602
10,107,random_subsets_natural_partition,2889,4.0694064987032785
10,107,random_subsets_natural_partition,2890,4.104431010862441
10,107,random_subsets_natural_partition,2891,4.143219483904735
10,107,random_subsets_natural_partition,2892,4.025185056425316
10,107,random_subsets_natural_partition,2893,4.104545786421326
10,107,random_subsets_natural_partition,2894,4.0434416476156505
10,107,random_subsets_natural_partition,2895,4.048264732701901
10,107,random_subsets_natural_partition,2896,4.076859032667772
10,107,random_subsets_natural_partition,2897,3.9770183527532303
10,107,random_subsets_natural_partition,2898,4.028294990525451
10,107,random_subsets_natural_partition,2899,4.05210128255404
10,107,random_subsets_natural_partition,2900,3.993816646646689
10,107,random_subsets_natural_partition,2901,4.11236012375747
10,107,random_subsets_natural_partition,2902,4.06733223316176
10,107,random_subsets_natural_partition,2903,4.043496132144717
10,107,random_subsets_natural_partition,2904,4.147117226134021
10,107,random_subsets_natural_partition,2905,4.136287969707745
10,107,random_subsets_natural_partition,2906,4.068683311075138
10,107,random_subsets_natural_partition,2907,4.039238317740351
10,107,random_subsets_natural_partition,2908,4.0252448661242095
10,107,random_subsets_natural_partition,2909,4.043644149795015
10,107,random_subsets_natural_partition,2910,4.07294476247174
10,107,random_subsets_natural_partition,2911,4.114282986668163
10,107,random_subsets_natural_partition,2912,4.037010930748297
10,107,random_subsets_natural_partition,2913,4.129911154756803
10,107,random_subsets_natural_partition,2914,4.11690796002326
10,107,random_subsets_natural_partition,2915,4.101842562520651
10,107,random_subsets_natural_partition,2916,4.150337159234147
10,107,random_subsets_natural_partition,2917,4.095425392370553
10,107,random_subsets_natural_partition,2918,4.033996221945334
10,107,random_subsets_natural_partition,2919,4.067029941702797
10,107,random_subsets_natural_partition,2920,4.091494181561245
10,107,random_subsets_natural_partition,2921,4.1039225326703
10,107,random_subsets_natural_partition,2922,4.069728608954159
10,107,random_subsets_natural_partition,2923,4.064593320550342
10,107,random_subsets_natural_partition,2924,4.042287763984973
10,107,random_subsets_natural_partition,2925,4.068318643365245
10,107,random_subsets_natural_partition,2926,4.055570704993707
10,107,random_subsets_natural_partition,2927,4.030872367416446
10,107,random_subsets_natural_partition,2928,4.071714874583603
10,107,random_subsets_natural_partition,2929,4.100057393301804
10,107,random_subsets_natural_partition,2930,4.115529597077922
10,107,random_subsets_natural_partition,2931,4.127156439982176
10,107,random_subsets_natural_partition,2932,4.068625939382258
10,107,random_subsets_natural_partition,2933,4.1057064454428165
10,107,random_subsets_natural_partition,2934,4.113494540089919
10,107,random_subsets_natural_partition,2935,4.118764933787746
10,107,random_subsets_natural_partition,2936,4.143565627034682
10,107,random_subsets_natural_partition,2937,4.053997351311241
10,107,random_subsets_natural_partition,2938,4.036742936894199
10,107,random_subsets_natural_partition,2939,4.114695735388168
10,107,random_subsets_natural_partition,2940,4.113016477104637
10,107,random_subsets_natural_partition,2941,4.124546652900803
10,107,random_subsets_natural_partition,2942,4.075813814900524
10,107,random_subsets_natural_partition,2943,4.034179614578455
10,107,random_subsets_natural_partition,2944,4.0345458799259974
10,107,random_subsets_natural_partition,2945,4.191698540449113
10,107,random_subsets_natural_partition,2946,4.048772109172085
10,107,random_subsets_natural_partition,2947,4.166625632014379
10,107,random_subsets_natural_partition,2948,4.044445050282004
10,107,random_subsets_natural_partition,2949,3.967922700207779
10,107,random_subsets_natural_partition,2950,4.0746284737900975
10,107,random_subsets_natural_partition,2951,4.0204775993941135
10,107,random_subsets_natural_partition,2952,4.0826374148261575
10,107,random_subsets_natural_partition,2953,4.148216414894551
10,107,random_subsets_natural_partition,2954,3.9990633321729145
10,107,random_subsets_natural_partition,2955,4.044729851611124
10,107,random_subsets_natural_partition,2956,4.06091604904661
10,107,random_subsets_natural_partition,2957,4.042911832945067
10,107,random_subsets_natural_partition,2958,3.9756422056010776
10,107,random_subsets_natural_partition,2959,4.134858301440184
10,107,random_subsets_natural_partition,2960,4.047356447155066
10,107,random_subsets_natural_partition,2961,4.085286603560403
10,107,random_subsets_natural_partition,2962,3.993892626437733
10,107,random_subsets_natural_partition,2963,4.032756151548119
10,107,random_subsets_natural_partition,2964,4.079341452713299
10,107,random_subsets_natural_partition,2965,4.093662157697489
10,107,random_subsets_natural_partition,2966,4.06062216055014
10,107,random_subsets_natural_partition,2967,4.0932275807830445
10,107,random_subsets_natural_partition,2968,4.166319442537881
10,107,random_subsets_natural_partition,2969,4.154344842631501
10,107,random_subsets_natural_partition,2970,3.9510924262948324
10,107,random_subsets_natural_partition,2971,4.071951756064019
10,107,random_subsets_natural_partition,2972,4.054598647805626
10,107,random_subsets_natural_partition,2973,4.127312256524594
10,107,random_subsets_natural_partition,2974,4.059454440771577
10,107,random_subsets_natural_partition,2975,4.1450599061921665
10,107,random_subsets_natural_partition,2976,3.9668881281598702
10,107,random_subsets_natural_partition,2977,3.9766353279879247
10,107,random_subsets_natural_partition,2978,4.086523941314368
10,107,random_subsets_natural_partition,2979,4.208780787176778
10,107,random_subsets_natural_partition,2980,4.044174432792241
10,107,random_subsets_natural_partition,2981,3.98045752077919
10,107,random_subsets_natural_partition,2982,4.005568162396954
10,107,random_subsets_natural_partition,2983,4.04885398614141
10,107,random_subsets_natural_partition,2984,4.122979808008939
10,107,random_subsets_natural_partition,2985,4.015078968026764
10,107,random_subsets_natural_partition,2986,4.151823675661073
10,107,random_subsets_natural_partition,2987,4.128853896717318
10,107,random_subsets_natural_partition,2988,4.035815174140767
10,107,random_subsets_natural_partition,2989,4.091948202835212
10,107,random_subsets_natural_partition,2990,3.988609309407913
10,107,random_subsets_natural_partition,2991,4.052698644089336
10,107,random_subsets_natural_partition,2992,4.0178469978085465
10,107,random_subsets_natural_partition,2993,4.062794751890543
10,107,random_subsets_natural_partition,2994,4.114325182429763
10,107,random_subsets_natural_partition,2995,3.9418039879695232
10,107,random_subsets_natural_partition,2996,4.072178666455903
10,107,random_subsets_natural_partition,2997,4.152701572905349
10,107,random_subsets_natural_partition,2998,4.138793910478766
10,107,random_subsets_natural_partition,2999,4.05180086902701
10,107,random_subsets_natural_partition,3000,4.102917010937039
10,107,random_subsets_natural_partition,3001,4.157504176583306
10,107,random_subsets_natural_partition,3002,3.9601897815605587
10,107,random_subsets_natural_partition,3003,4.062636550898945
