m,sample,entropy_multiple_states,entropy_multiple_partitions
4013,30,5.471761681625723,5.466092584861389
4013,31,5.474883998479432,5.473110952119726
4013,32,5.467711386706372,5.476189688027763
4013,33,5.480306400602863,5.484147865026232
4013,34,5.497415516877064,5.47753485881044
4013,35,5.449351328304352,5.465508157031926
4013,36,5.472631953167996,5.479237829041045
4013,37,5.471979749930586,5.478301928171891
4013,38,5.4707432073501625,5.489022709576528
4013,39,5.479374648507267,5.488109820726271
4013,40,5.481747746248595,5.463971537415562
4013,41,5.472289951442184,5.4745705830411
4013,42,5.467331659207806,5.48160183219631
4013,43,5.471027796604307,5.470387807516705
4013,44,5.4829760262926595,5.473552682882046
4013,45,5.475510269322541,5.47118870759937
4013,46,5.4837578502036335,5.481569614676969
4013,47,5.468263596066499,5.46144982656095
4013,48,5.4765186266498755,5.479331017779307
4013,49,5.475656098193651,5.4766728988635425
4013,50,5.479441155636935,5.4873293063055995
4013,51,5.46906134722357,5.480714915122368
4013,52,5.467683532787587,5.475641231966033
4013,53,5.4714680067685215,5.468102165101726
4013,54,5.474092165574528,5.469682769578204
4013,55,5.471266481163394,5.475491337013678
4013,56,5.465160443528268,5.474301701183458
4013,57,5.478331331691515,5.472472710316082
4013,58,5.469233260342355,5.4705319240484584
4013,59,5.476752175319315,5.464819790691104
4013,60,5.476726706028286,5.48026166442278
4013,61,5.473184604990216,5.483911036779166
4013,62,5.488761468904735,5.476593795843756
4013,63,5.476412067610496,5.473270099892333
4013,64,5.482519499580775,5.478079595958497
4013,65,5.473332494077593,5.466779171426696
4013,66,5.479211527319594,5.48516319039197
4013,67,5.4866755704795915,5.470852560955103
4013,68,5.471654496510859,5.49143179812909
4013,69,5.485304973204767,5.475164886024923
4013,70,5.475055282539103,5.471630257608085
4013,71,5.48911313723566,5.477076594696027
4013,72,5.473087254787343,5.480331749996376
4013,73,5.471008192209285,5.466337834698306
4013,74,5.487176002458949,5.478449506090963
4013,75,5.490650006805571,5.467000734398694
4013,76,5.480302502959501,5.476681754455228
4013,77,5.463854776852542,5.47076182853695
4013,78,5.482812289181325,5.477700362466563
4013,79,5.483488476562175,5.477754231867273
4013,80,5.484801036352579,5.475353652168465
4013,81,5.470109183564433,5.459850715295008
4013,82,5.481458050860436,5.478838766372965
4013,83,5.470111511128026,5.475897341294767
4013,84,5.463101233696363,5.4849988887346335
4013,85,5.495191928390458,5.480936538061673
4013,86,5.472889507703687,5.47736225467837
4013,87,5.4687352356734555,5.4793284102648885
4013,88,5.46145192499347,5.476243771967588
4013,89,5.477910597135659,5.477693416338233
4013,90,5.485945674527734,5.487827710267409
4013,91,5.4761656223944435,5.483442956940049
4013,92,5.495611207928393,5.462604399123739
4013,93,5.47103188713448,5.489456629139121
4013,94,5.474659531217106,5.469955750055932
4013,95,5.4756458876427745,5.486517857722803
4013,96,5.490174464155754,5.478444127719168
4013,97,5.480247474081406,5.478541556586617
4013,98,5.490909172453123,5.464791092986357
4013,99,5.4859187916051315,5.473409458074933
4348,0,5.377924021809401,5.3742099395812035
4348,1,5.3728941732864355,5.385098378832541
4348,2,5.3776279211846845,5.380202385674471
4348,3,5.385930873211127,5.372005408360027
4348,4,5.373417149604446,5.382308009452152
4348,5,5.380265326284397,5.396897251151128
4348,6,5.3695312507064346,5.355056834859
4348,7,5.367889397452627,5.383212864123004
4348,8,5.382326326586202,5.382584600751541
4348,9,5.381378214832443,5.402806146222119
4348,10,5.38650675175756,5.379871467019995
4348,11,5.385759069413111,5.3824227220394745
4348,12,5.384195190368652,5.382066515644476
4348,13,5.379965362944396,5.380977579099542
4348,14,5.370353660929892,5.384018858486966
4348,15,5.383004885731122,5.390768082301164
4348,16,5.374832263666871,5.380450568449732
4348,17,5.38312403205263,5.38879529109971
4348,18,5.373014734043948,5.377657095702882
4348,19,5.3991415969770955,5.380835430830409
4348,20,5.373139175722773,5.377454578273166
4348,21,5.369137687610082,5.3742099395812035
4348,22,5.394895408079826,5.3742190164946235
4348,23,5.385574550361023,5.373782540643097
4348,24,5.390191418912569,5.38356720156968
4348,25,5.370485295500473,5.3878332332199586
4348,26,5.36926177938573,5.394304743594306
4348,27,5.375623384269253,5.3885661805949505
4348,28,5.386085678621349,5.395741692097074
4348,29,5.378830976586377,5.382315146976591
4348,30,5.392228144826975,5.404234781637748
4348,31,5.376950464936985,5.38204720049253
4348,32,5.385654654267213,5.386562483807344
4348,33,5.38401382545802,5.387378465266077
4348,34,5.370476598678881,5.389298338170554
4348,35,5.375919651162588,5.3852419804572955
4348,36,5.394813956009927,5.384279505888412
4348,37,5.375871045217122,5.393915758902441
4348,38,5.379368114534665,5.397150044056251
4348,39,5.380530602535196,5.378520940508954
4348,40,5.385051759149717,5.37633316029221
4348,41,5.391648342522609,5.386818172001605
4348,42,5.3772008529559665,5.38879529109971
4348,43,5.379017483490959,5.382989069390624
4348,44,5.3724652686193455,5.387399229435514
4348,45,5.391368285500604,5.384542320530652
4348,46,5.372697284331545,5.373740905723525
4348,47,5.381137404968623,5.382493033304862
4348,48,5.384916046287117,5.3758410094664315
4348,49,5.391832705764211,5.391227106552386
4348,50,5.3878929861144655,5.387816643922599
4348,51,5.375100854152048,5.376436846764123
4348,52,5.38619049143996,5.384333409132197
4348,53,5.374464110182914,5.378520940508954
4348,54,5.386916051156058,5.381011532407203
4348,55,5.384376034618147,5.380450568449732
4348,56,5.390933005461963,5.372017260455037
4348,57,5.376000507846097,5.388673839450142
4348,58,5.376842564748051,5.385829076487063
4348,59,5.376759890249287,5.397438909228579
4348,60,5.358765693891118,5.376739016779847
4348,61,5.394197532125703,5.389179654083998
4348,62,5.36267694428355,5.377636105305147
4348,63,5.377373806498644,5.407592399586237
4348,64,5.376500835463031,5.384936291306067
4348,65,5.387816776635492,5.380213442217402
4348,66,5.372207184831662,5.39951249338473
4348,67,5.3792576469077655,5.397428631139598
4348,68,5.38571247818395,5.392165735100588
4348,69,5.387778126616039,5.382625840649285
4348,70,5.380931402031205,5.380088056313403
4348,71,5.3965185903141855,5.386865766159056
4348,72,5.367722176999033,5.375523722215259
4348,73,5.403489269789843,5.38906997640198
4348,74,5.380047306415015,5.388539921785379
4348,75,5.38393785828815,5.380305569495635
4348,76,5.374082600928248,5.38633261747864
4348,77,5.389968660521549,5.373840271955313
4348,78,5.374817697434019,5.376868672783976
4348,79,5.3824737947041905,5.390755403274102
4348,80,5.384660707681673,5.389664343231862
4348,81,5.396588823264007,5.379852748103642
4348,82,5.390345491750481,5.3863655440860825
4348,83,5.369844594275067,5.374645907023293
4348,84,5.370512283058445,5.382443582660893
4348,85,5.373392551450133,5.375089231286313
4348,86,5.383419638638584,5.376562657032691
4348,87,5.364842595500923,5.376886544225318
4348,88,5.385597403539633,5.395691631486563
4348,89,5.3941421905214915,5.397467558825094
4348,90,5.383489798681746,5.382989069390624
4348,91,5.370880243364522,5.383252725091826
4348,92,5.388628178435543,5.373050380156982
4348,93,5.385168672882058,5.388950040254096
4348,94,5.3719911775609885,5.389392647860456
4348,95,5.371613729061009,5.38443976062573
4348,96,5.380051650119905,5.38114402817783
4348,97,5.3803416546422875,5.3805374221815265
4348,98,5.387021881855143,5.385889755864051
4348,99,5.389003897617004,5.385750539222305
4682,0,5.29233593119671,5.287952085061172
4682,1,5.293248031000107,5.27891540727571
4682,2,5.288277540880439,5.271603390565859
4682,3,5.292644134269221,5.278568490029524
4682,4,5.284797237065141,5.28201613999871
4682,5,5.281837399082888,5.284031016420878
4682,6,5.2696726451811875,5.290134236067935
4682,7,5.274394121283488,5.282393643240564
4682,8,5.276405854653937,5.286249333965219
4682,9,5.265634684809087,5.295798865803752
4682,10,5.277061880918144,5.26984704293766
4682,11,5.262482687104939,5.286564104211617
4682,12,5.273336579874643,5.279552032516993
4682,13,5.275786546562091,5.281498647294795
4682,14,5.273780632259972,5.282301858143796
4682,15,5.281386103196724,5.28321183027154
4682,16,5.298038692303451,5.260810549458249
4682,17,5.287711331839623,5.280248582234432
4682,18,5.274717765301855,5.260810549458249
4682,19,5.295040213687433,5.287031949177805
4682,20,5.283528860762572,5.2831242785856345
4682,21,5.274291732368038,5.286559529808379
4682,22,5.2727759962716565,5.261347237579012
4682,23,5.29015617968321,5.272829271445614
4682,24,5.27972859417327,5.280388657770258
4682,25,5.278647053214671,5.2720239488490845
4682,26,5.288997790659881,5.276069276107545
4682,27,5.285423148096321,5.281817659958943
4682,28,5.291312791145838,5.277063823855766
4682,29,5.283919427158075,5.282428548788342
4682,30,5.278375114008796,5.274716091010303
4682,31,5.294735857045062,5.289116590127567
4682,32,5.26043443239912,5.259723059854615
4682,33,5.280770792687988,5.277182815377407
4682,34,5.285053123924234,5.278707225498621
4682,35,5.286992803121338,5.287717220137683
4682,36,5.293685944565892,5.278492942734756
4682,37,5.288133128357218,5.277583973409986
4682,38,5.279208717488383,5.278366769744556
4682,39,5.298329694222402,5.285247669590429
4682,40,5.296048693124303,5.276291904431421
4682,41,5.285941572598735,5.284649928865967
4682,42,5.293023414775753,5.277550034748625
4682,43,5.2826016459447676,5.287500731961815
4682,44,5.2792766584652755,5.2763829575542625
4682,45,5.263772870263102,5.295606773620175
4682,46,5.299635988975311,5.27487056976464
4682,47,5.280543613658329,5.273646861935249
4682,48,5.275228792530146,5.282755064971487
4682,49,5.284585765823656,5.284730697221409
4682,50,5.292735603110851,5.272982579610187
4682,51,5.302210034017445,5.281851743833766
4682,52,5.271814903671393,5.26944035700259
4682,53,5.2819426131405125,5.265093613784246
4682,54,5.2827980153847145,5.26847556138937
4682,55,5.277258878753794,5.299246122297773
4682,56,5.275478006714095,5.268971491121875
4682,57,5.2824552667430975,5.2865853650648535
4682,58,5.285363460632351,5.289640357782048
4682,59,5.29200543824262,5.283031432558972
4682,60,5.290204427956916,5.272859820114468
4682,61,5.291467698651977,5.279063045368709
4682,62,5.2649893327807495,5.278366769744556
4682,63,5.2971993171278715,5.2938781459897335
4682,64,5.2836217148087625,5.281789624414479
4682,65,5.273263643656465,5.285808998185931
4682,66,5.279156331760606,5.276580777433492
4682,67,5.28562624697528,5.277073606922623
4682,68,5.280109124996936,5.280926900839759
4682,69,5.2817290953251685,5.289413672619156
4682,70,5.289746511377029,5.2879079478353805
4682,71,5.2900197018385375,5.286560935267391
4682,72,5.29757385133749,5.275466757690666
4682,73,5.281648895108528,5.2795802069966955
4682,74,5.272049274967329,5.27826242272268
4682,75,5.294225673415482,5.279839184603012
4682,76,5.287795658488603,5.286010495228756
4682,77,5.287546049228034,5.272612071359834
4682,78,5.281168189254796,5.2660817196155465
4682,79,5.287336737357004,5.286778580422973
4682,80,5.281633132851206,5.297833672551078
4682,81,5.284589339559421,5.285820446602273
4682,82,5.2753575332548035,5.271832163511964
4682,83,5.287580376885417,5.284649928865967
4682,84,5.2806426589837185,5.269822089403223
4682,85,5.282172495950796,5.282535069658813
4682,86,5.285999397632129,5.277073606922623
4682,87,5.290737463127781,5.270856087240433
4682,88,5.278025330261122,5.277210834507309
4682,89,5.27840177395188,5.273792176413514
4682,90,5.285996275738833,5.28398373978041
4682,91,5.281816416157489,5.274215660508601
4682,92,5.292290704478364,5.287364258458706
4682,93,5.262482668143475,5.285008620642
4682,94,5.28944655584664,5.263896269294279
4682,95,5.259314905332122,5.284299323632144
4682,96,5.290095879445655,5.283643289058601
4682,97,5.2781406548656085,5.275070634701183
4682,98,5.268283414808555,5.293670754976338
4682,99,5.283660615392376,5.284790380593513
5016,0,5.1811070762043405,5.168602148563878
5016,1,5.173574624570576,5.184132509141991
5016,2,5.186127271064864,5.177657512454473
5016,3,5.179536310850269,5.171990191816326
5016,4,5.181916449398697,5.17028717001937
5016,5,5.185120149753451,5.17977724655451
5016,6,5.183593230028052,5.179925608238295
5016,7,5.177479113155302,5.177213002888841
5016,8,5.177652156049337,5.181007964926608
5016,9,5.1728827731994,5.183267416357548
5016,10,5.178217425273582,5.1984123398330055
5016,11,5.16499089321952,5.176234677613539
5016,12,5.174878452176523,5.168690834341213
5016,13,5.185144437185409,5.182441032085806
5016,14,5.182433623922136,5.176353253954297
5016,15,5.182097433795774,5.168934506711116
5016,16,5.188094003054884,5.18968055264096
5016,17,5.177937608004318,5.1861831704895565
5016,18,5.170860100806654,5.185993714975298
5016,19,5.179646760846603,5.192396690478881
5016,20,5.177140665471938,5.187328547609521
5016,21,5.179679738317746,5.178129977453577
5016,22,5.191622726466035,5.183360077197148
5016,23,5.177793197866394,5.17755309526978
5016,24,5.178165719709859,5.180820198410242
5016,25,5.187652638674247,5.180570222401733
5016,26,5.1736589877891985,5.185255420895191
5016,27,5.178097681439567,5.177149280152405
5016,28,5.19440638953805,5.17865990875833
5016,29,5.172232224245334,5.184975370380656
5016,30,5.183997001014848,5.171990191816326
5016,31,5.166812481426308,5.179984798837488
5016,32,5.174382738524237,5.177339788637189
5016,33,5.182975723655841,5.180812299780202
5016,34,5.177793272056558,5.18402305759288
5016,35,5.188540338997402,5.180829055573993
5016,36,5.180211808859753,5.177533619781458
5016,37,5.1821230176451305,5.181514734717664
5016,38,5.168043516788587,5.167706158335782
5016,39,5.19090865075825,5.177149280152405
5016,40,5.174001431490549,5.1811364456398765
5016,41,5.182693210051803,5.176253710912324
5016,42,5.182748129026901,5.179360907807284
5016,43,5.188516983962093,5.177526879151118
5016,44,5.1709940623073045,5.1690617220953445
5016,45,5.187149062049654,5.167396703988023
5016,46,5.177880902394509,5.185888309387469
5016,47,5.176798920624653,5.187167484177465
5016,48,5.1865325582958475,5.190533059776089
5016,49,5.179041047178079,5.192805941486247
5016,50,5.193325512391184,5.191531376290843
5016,51,5.197597031058826,5.182349159739602
5016,52,5.180243862113846,5.177965955307044
5016,53,5.184049226657796,5.173214359659418
5016,54,5.183985622813665,5.190653929318425
5016,55,5.1936514394483355,5.16574917405225
5016,56,5.194985175682776,5.18163031333091
5016,57,5.184147740002771,5.1780887304555385
5016,58,5.196187235706641,5.185795346158023
5016,59,5.186133039491035,5.184618214640106
5016,60,5.178571111136231,5.18311949982563
5016,61,5.182150392440652,5.177790042585432
5016,62,5.1727921838569895,5.171183846491203
5016,63,5.182747394223684,5.196408997106736
5016,64,5.1920454029458245,5.182116714175679
5016,65,5.186644091600225,5.184302296237698
5016,66,5.180840093652019,5.178600039214548
5016,67,5.183556626478251,5.161662525585548
5016,68,5.188440561267474,5.184156788871358
5016,69,5.1837575601866295,5.186576205356659
5016,70,5.1687644495523815,5.172738433088007
5016,71,5.187209092896768,5.1877517057494575
5016,72,5.182941104528295,5.174612803058854
5016,73,5.17450720443625,5.178600039214548
5016,74,5.179008125108147,5.174175056832479
5016,75,5.173096317122131,5.182549383050187
5016,76,5.19087089520789,5.18644593288925
5016,77,5.181666708917481,5.181156707444323
5016,78,5.186902915015081,5.188520025401003
5016,79,5.183557157379274,5.185784329995868
5016,80,5.1898226852221185,5.175244069102221
5016,81,5.191163104987641,5.184843185000498
5016,82,5.186265278080602,5.181176963506075
5016,83,5.189111489668797,5.168687827645062
5016,84,5.178849870092796,5.184374505278343
5016,85,5.179361309961783,5.187609690959249
5016,86,5.182792140796326,5.195192713304424
5016,87,5.180654428621559,5.180003692980531
5016,88,5.1805968334773285,5.174482819036739
5016,89,5.1731758950089235,5.179264334074852
5016,90,5.167518262031942,5.189330480324544
5016,91,5.183796928851259,5.18366991688685
5016,92,5.188100336053527,5.187587703946782
5016,93,5.181183937349308,5.165409738299468
5016,94,5.173643802326341,5.185018429627367
5016,95,5.187095923289367,5.184983031061268
5016,96,5.183603721375147,5.1760517523778615
5016,97,5.185765342723089,5.178544861825981
5016,98,5.192059829457286,5.18529381452778
5016,99,5.190774864715587,5.178817062853895
5351,0,5.080729896563713,5.0622705382451345
5351,1,5.0774034743814385,5.08644425756941
5351,2,5.077923251503787,5.0757934329565275
5351,3,5.076699420265076,5.084991817269417
5351,4,5.078529777206866,5.066390976301689
5351,5,5.0931001856801315,5.074504823479005
5351,6,5.072699769703469,5.082597774779503
5351,7,5.08355281373646,5.067766205103385
5351,8,5.07361057948226,5.079074878760346
5351,9,5.087207703526404,5.068965868904878
5351,10,5.066552462216493,5.067598502195893
5351,11,5.078973094621897,5.077582001999941
5351,12,5.075381860373462,5.074575232240945
5351,13,5.0879337176384665,5.074748584722924
5351,14,5.088973253696032,5.069654417890688
5351,15,5.078632211492512,5.064724657718371
5351,16,5.081680180528997,5.06239054769419
5351,17,5.080444740251734,5.0741459196010705
5351,18,5.082880257916565,5.081620192330633
5351,19,5.07422777595109,5.074811675407846
5351,20,5.077922012463485,5.067766205103385
5351,21,5.083223666278639,5.076862749805275
5351,22,5.079098091732116,5.070439560567241
5351,23,5.074935561937812,5.065348746833173
5351,24,5.074303271955797,5.0798794900337745
5351,25,5.071196900044789,5.075834880531778
5351,26,5.079718462110404,5.080709725476348
5351,27,5.082505368301777,5.050797907469153
5351,28,5.087757584863931,5.07420681857728
5351,29,5.088440166363302,5.068273186139145
5351,30,5.086235610762149,5.075311836072859
5351,31,5.0642845224024855,5.070659296579033
5351,32,5.0847058629839355,5.080956023504244
5351,33,5.074619466505518,5.077451598969757
5351,34,5.084320008122137,5.068651006862212
5351,35,5.0806076030900496,5.07776265734783
5351,36,5.074513824812372,5.069632513634012
5351,37,5.084892305073332,5.0737349006732515
5351,38,5.077580569065627,5.073423286233072
5351,39,5.081889235074075,5.087379145739574
5351,40,5.0771490495494005,5.080408344476138
5351,41,5.067967640550899,5.076816769672826
5351,42,5.083522514313832,5.072634054427938
5351,43,5.068655315701675,5.0742313145034
5351,44,5.084457362382724,5.076562296710811
5351,45,5.074469210212569,5.082624935086922
5351,46,5.083870124537442,5.07177873994473
5351,47,5.090371195575677,5.073646332034061
5351,48,5.082271041682531,5.074471073878727
5351,49,5.080001515025512,5.073247646673267
5351,50,5.080902170864871,5.074497735472112
5351,51,5.072788881530659,5.076444416310418
5351,52,5.089789038772879,5.075833211828677
5351,53,5.089044863554947,5.074439164810416
5351,54,5.080314154336593,5.073171620413333
5351,55,5.080460606092488,5.077933138739862
5351,56,5.07080731157926,5.075105674705662
5351,57,5.082937899564228,5.075023069785114
5351,58,5.071511570886573,5.071611089922303
5351,59,5.0708230574373125,5.073151512273918
5351,60,5.080095456264173,5.090289687557633
5351,61,5.079175546800032,5.070694199742773
5351,62,5.088733762076269,5.062468006845198
5351,63,5.077973889897274,5.087994751910847
5351,64,5.077663515158613,5.079348161944443
5351,65,5.087688450626806,5.072994239707635
5351,66,5.072347092057091,5.073899611126188
5351,67,5.070390879628158,5.062857572005314
5351,68,5.071550002498123,5.082222161041403
5351,69,5.07012939138197,5.077195513890737
5351,70,5.065751997403434,5.0677397876160315
5351,71,5.07907269677031,5.075802608425903
5351,72,5.079790723348877,5.076346631164787
5351,73,5.078523859356891,5.078008820555298
5351,74,5.0726553559861784,5.077663917409139
5351,75,5.063198520308262,5.068978579622343
5351,76,5.079693252486623,5.068419653885828
5351,77,5.064342683323795,5.067328373897235
5351,78,5.076407915485843,5.068530054240333
5351,79,5.072788991233351,5.074468517455078
5351,80,5.076318451515274,5.0726950454110495
5351,81,5.074848692046181,5.081096591951101
5351,82,5.081588010959882,5.06364795965901
5351,83,5.071878848781014,5.065211380330672
5351,84,5.0798160329092426,5.076691747744098
5351,85,5.085817761121301,5.076367116365775
5351,86,5.081947072362367,5.0861297717337015
5351,87,5.077595680392371,5.082240950555602
5351,88,5.07419677639036,5.075604583286184
5351,89,5.069839517973163,5.066933788215951
5351,90,5.093765221805168,5.086974595675099
5351,91,5.079484980486434,5.067242118881331
5351,92,5.078833296298495,5.0794482521906374
5351,93,5.078593266996637,5.0737720312377395
5351,94,5.0871980663945,5.0820925831980714
5351,95,5.063903817240148,5.076823394577539
5351,96,5.076260992743492,5.06767012557758
5351,97,5.068250131452648,5.069089544875034
5351,98,5.074410975922907,5.086336037366835
5351,99,5.0828680957242565,5.081232336311345
5685,0,4.970820570564842,4.973299524741062
5685,1,4.9737383082720665,4.9828623234046185
5685,2,4.96059149560985,4.977950220407479
5685,3,4.958173808096308,4.980811038963039
5685,4,4.953037843331945,4.983213092232021
5685,5,4.971971700401008,4.983917648238933
5685,6,4.96665485248946,4.975209025545527
5685,7,4.964924702143053,4.975167176848772
5685,8,4.968988563610368,4.969802414185607
5685,9,4.978795552840053,4.962367965125692
5685,10,4.958465694722287,4.980565617091712
5685,11,4.977483322858192,4.970252706535366
5685,12,4.979200237949463,4.980627258373174
5685,13,4.962131032381804,4.966129365738245
5685,14,4.970262277146193,4.971201172863542
5685,15,4.97161605834291,4.96985853510218
5685,16,4.956967934521482,4.97301418305928
5685,17,4.9637127982553935,4.990265823803966
5685,18,4.966273030936011,4.975638421074059
5685,19,4.970599290042908,4.96507662866933
5685,20,4.96345342841684,4.9621708439752705
5685,21,4.9643659561889795,4.975386708517563
5685,22,4.9639643924842165,4.96124059436779
5685,23,4.989704361159754,4.970953000169647
5685,24,4.978752667264909,4.976980147830498
5685,25,4.9749926118733185,4.973855551786834
5685,26,4.971370061427498,4.981251878617092
5685,27,4.967113783879889,4.982119147106604
5685,28,4.97305679410754,4.973486134621706
5685,29,4.968857303228567,4.977872720410876
5685,30,4.982126798556693,4.981449589686932
5685,31,4.982991554237823,4.959344747095862
5685,32,4.966739434191325,4.986229086583474
5685,33,4.970759117600188,4.975230181965769
5685,34,4.97325865059079,4.984085486263137
5685,35,4.961809481620449,4.984850515311727
5685,36,4.974332136494276,4.971120196747506
5685,37,4.976413057247494,4.981404254052431
5685,38,4.98001379287952,4.963374195247482
5685,39,4.967669815450606,4.972794170145103
5685,40,4.96594696938062,4.972385166772459
5685,41,4.970840237310685,4.9702129260575445
5685,42,4.971275144707796,4.970135783311199
5685,43,4.971568546406773,4.966518847849175
5685,44,4.9734847691141155,4.9715666991578535
5685,45,4.963510866068246,4.976525689516927
5685,46,4.966225999748825,4.976909539967466
5685,47,4.970995905918353,4.973626086720117
5685,48,4.968895432391157,4.977787709664273
5685,49,4.966301683058781,4.986165216640435
5685,50,4.964796960733782,4.987142961126626
5685,51,4.975271347380162,4.970822481191586
5685,52,4.970534133347361,4.983181851732114
5685,53,4.97259631629422,4.984568691717296
5685,54,4.963627507885626,4.972640840852395
5685,55,4.969465845211134,4.988261430904788
5685,56,4.965161799791051,4.980566594779517
5685,57,4.961460013986598,4.982793449237196
5685,58,4.973884552037401,4.97189288434859
5685,59,4.98506139187134,4.97140102463336
5685,60,4.981789002399353,4.974567623194688
5685,61,4.963000640740093,4.969384206192028
5685,62,4.965069583817392,4.981423029039969
5685,63,4.967044394837774,4.98019516595605
5685,64,4.960921593230893,4.9684577775108565
5685,65,4.972858164009154,4.967382676655398
5685,66,4.977881958965441,4.976426294305782
5685,67,4.979095437641301,4.970011051669298
5685,68,4.984819858875032,4.978996851562059
5685,69,4.971963090356747,4.9703249722931755
5685,70,4.959825583579395,4.976363325351091
5685,71,4.979139638693889,4.977316797110548
5685,72,4.960228827766409,4.98201514036987
5685,73,4.963927481669278,4.984402234266891
5685,74,4.9661901247518685,4.966647289104879
5685,75,4.978093935066487,4.977939508755281
5685,76,4.9776297044239834,4.976985699120978
5685,77,4.958364746236291,4.970242294381971
5685,78,4.969567139102556,4.9774081405552275
5685,79,4.962070668530637,4.967342137374128
5685,80,4.969656390202931,4.9683327004969025
5685,81,4.9719188897928,4.975379742497465
5685,82,4.969878441801668,4.977024936981962
5685,83,4.972112467117918,4.9808364549100315
5685,84,4.973310484829581,4.973105192008334
5685,85,4.970376269283447,4.980164739813696
5685,86,4.958086549305984,4.966979687285144
5685,87,4.969717046022136,4.968359244082247
5685,88,4.971015998785529,4.969418830857958
5685,89,4.974744109747589,4.962171979857313
5685,90,4.96804288634152,4.96944158575997
5685,91,4.96976201484356,4.983779827177778
5685,92,4.9548816778334155,4.964140266041751
5685,93,4.97841564098134,4.974185745008459
5685,94,4.969185350245997,4.969418830857958
5685,95,4.963217219197255,4.980851685470684
5685,96,4.965879035719841,4.978244152923403
5685,97,4.982754741042225,4.9875328474947915
5685,98,4.971413820370603,4.980566594779517
5685,99,4.957353134295182,4.969270737482645
6019,0,4.85890079312024,4.846364746582677
6019,1,4.860928516317409,4.8678142152672805
6019,2,4.857860614141642,4.860119226980912
6019,3,4.86787339732726,4.856034006673635
6019,4,4.869838726913469,4.854623157125338
6019,5,4.865727916848347,4.866745800378608
6019,6,4.8507268937307115,4.858494152163187
6019,7,4.8584649048508926,4.838576739501456
6019,8,4.868095017789801,4.852625424423528
6019,9,4.852205019260527,4.851873078262184
6019,10,4.856195380802733,4.845224185877111
6019,11,4.855651124221121,4.855266380615161
6019,12,4.868630324581183,4.854627731698923
6019,13,4.858334319836966,4.866790112328598
6019,14,4.854813634006577,4.853395909669693
6019,15,4.853920396498538,4.8576140341017
6019,16,4.874241555578134,4.856253612157736
6019,17,4.858549602769355,4.862270728379986
6019,18,4.868960417052715,4.860642886508575
6019,19,4.870908912801564,4.863680310418251
6019,20,4.862267035965991,4.855701112811922
6019,21,4.855138791154012,4.851274533994672
6019,22,4.86940773727939,4.844875819166188
6019,23,4.854608464539264,4.839385847474357
6019,24,4.8652355525821624,4.861997670126577
6019,25,4.869196106344168,4.860960810845846
6019,26,4.851241332928295,4.8568566256836085
6019,27,4.861246635665893,4.857201444368976
6019,28,4.849555781157849,4.854627731698923
6019,29,4.862495743933132,4.852275700728083
6019,30,4.878659079913662,4.856575383020343
6019,31,4.852477704297432,4.858647546687605
6019,32,4.87071580681028,4.853717885627441
6019,33,4.854816037334338,4.8538366014189975
6019,34,4.856970635804229,4.86245528917313
6019,35,4.852323182900031,4.855979241729906
6019,36,4.8673197136483255,4.85982131396925
6019,37,4.856952664798498,4.857923491127522
6019,38,4.854016500396747,4.85500846855042
6019,39,4.861627289983376,4.865949629051941
6019,40,4.850357776652968,4.854623157125338
6019,41,4.867743799157789,4.856017962920018
6019,42,4.8537519276591565,4.844973422974044
6019,43,4.8599315445630555,4.8631691467666185
6019,44,4.850964796084211,4.845707566289083
6019,45,4.867073392376463,4.846729065234217
6019,46,4.86342480033577,4.862266340720677
6019,47,4.872107760355346,4.859335743008295
6019,48,4.862065944597848,4.862907532524286
6019,49,4.859351022444619,4.851527495959046
6019,50,4.850902839482135,4.855905412809737
6019,51,4.867204954381749,4.854581062442746
6019,52,4.8677057039005875,4.8502009080701
6019,53,4.863446542757815,4.858609206331127
6019,54,4.863453985539309,4.862084262240777
6019,55,4.85319224042748,4.858346279535495
6019,56,4.865101364154947,4.855143734226303
6019,57,4.850537360218459,4.869305717388586
6019,58,4.860092343963688,4.860527805103269
6019,59,4.859000545195951,4.85859905607425
6019,60,4.870842911514582,4.852668336367799
6019,61,4.8602326457623475,4.841922500737622
6019,62,4.855409457158008,4.848253575547759
6019,63,4.85540964698903,4.850769960403869
6019,64,4.874371953212403,4.868593796726897
6019,65,4.863581734317528,4.859642825929743
6019,66,4.862660308214429,4.8433843771526925
6019,67,4.8578404176236285,4.84254496882195
6019,68,4.843314260068351,4.8594823186689045
6019,69,4.8526145414543675,4.855293470666281
6019,70,4.854177809841641,4.850717333450203
6019,71,4.865307958993409,4.855466095513805
6019,72,4.855543741509115,4.848707029696253
6019,73,4.860270489140129,4.85424605798717
6019,74,4.862908650121968,4.862080965991627
6019,75,4.8576101715392435,4.847585823866508
6019,76,4.857910850640061,4.8506952267990675
6019,77,4.852641484345912,4.853736910634656
6019,78,4.869271213384301,4.867133057907513
6019,79,4.856978131617944,4.849015589692806
6019,80,4.857698485978527,4.852648018405081
6019,81,4.869024989384535,4.855266105077539
6019,82,4.857080656630146,4.8552653642527375
6019,83,4.8520377367578815,4.864387643701617
6019,84,4.8543858590929565,4.865614527233181
6019,85,4.86666614841762,4.854285423768732
6019,86,4.8690253442580405,4.841922500737622
6019,87,4.855155748594809,4.85201235681461
