m,sample,entropy_multiple_states,entropy_multiple_partitions
1004,55,6.12509008761976,6.129495515702934
1004,56,6.141029193683723,6.1213165283502295
1004,57,6.154941167355951,6.148244783772357
1004,58,6.122496791059636,6.1439306016469954
1004,59,6.099324887873043,6.127532678702955
1004,60,6.154101204132575,6.131968613759603
1004,61,6.105033570712884,6.115977308488835
1004,62,6.139815182695559,6.130892313591519
1004,63,6.138793975011577,6.127906056850125
1004,64,6.147681253971041,6.128085571330606
1004,65,6.129350798182817,6.14064350777033
1004,66,6.1341098961297895,6.121643996988585
1004,67,6.137891731429488,6.130473109986343
1004,68,6.124641249373088,6.131158247813591
1004,69,6.162748667314356,6.136453657545898
1004,70,6.124984574806537,6.119866558727994
1004,71,6.1058688684492175,6.121136285925748
1004,72,6.12373587381358,6.116963156802829
1004,73,6.140139483978581,6.1276577593974615
1004,74,6.125481482445556,6.124170264899479
1004,75,6.146618513661006,6.120641555144963
1004,76,6.109219375982075,6.116015982492916
1004,77,6.138204919817815,6.135063529640039
1004,78,6.129418705896165,6.145649795548577
1004,79,6.1148449204608175,6.143614859305892
1004,80,6.140745017396847,6.139246583220456
1004,81,6.131565860648151,6.113756957733533
1004,82,6.093690496410067,6.114649222895417
1004,83,6.120860780305273,6.111009472668581
1004,84,6.130376479097815,6.140905485750066
1004,85,6.124700601045876,6.127653288110736
1004,86,6.123742831103307,6.125862205258319
1004,87,6.095443361181733,6.142353649814542
1004,88,6.1354189454487535,6.128391595129215
1004,89,6.151714390100046,6.1457809182795025
1004,90,6.096409735601297,6.140863567538761
1004,91,6.1165751063291465,6.144959646359958
1004,92,6.143283523089994,6.147541695538455
1004,93,6.121857326772204,6.160249825709012
1004,94,6.133706974516744,6.112883760863998
1004,95,6.137577197888427,6.154024622993644
1004,96,6.105403009741257,6.125780708956268
1004,97,6.1319540178783125,6.141182116473317
1004,98,6.124415867588012,6.130359337713969
1004,99,6.141426403563059,6.128606347926856
1338,0,6.095612363185259,6.080318434592332
1338,1,6.100419033171741,6.080318434592332
1338,2,6.0935215830407605,6.093934651626362
1338,3,6.069847942582796,6.082275967233772
1338,4,6.083852391053987,6.071494040168386
1338,5,6.067810394048455,6.0880161778990045
1338,6,6.07355543587403,6.066530549645731
1338,7,6.076967708735011,6.082769020843892
1338,8,6.089966233609572,6.094938759669964
1338,9,6.066788147617422,6.077235186536228
1338,10,6.0818582101552945,6.081120100839224
1338,11,6.076763336781196,6.072409528539837
1338,12,6.080770941813584,6.089537254932495
1338,13,6.0844221350843375,6.099016741233165
1338,14,6.1085038267907725,6.094824535607264
1338,15,6.086291117535195,6.091209685748344
1338,16,6.111451910361782,6.112095119829573
1338,17,6.093828714361038,6.088931962267303
1338,18,6.066706422823118,6.105960900442543
1338,19,6.1004840466807275,6.101383623383557
1338,20,6.08819455998606,6.085746174701318
1338,21,6.08836252614519,6.0790925879390585
1338,22,6.083251532946111,6.086946913399398
1338,23,6.0780562727073395,6.096238159314843
1338,24,6.074743367574421,6.094074466810315
1338,25,6.083003421679654,6.052118830192593
1338,26,6.092313617705296,6.0956978323969455
1338,27,6.091799686874073,6.072158122601998
1338,28,6.102314096186454,6.078490693053629
1338,29,6.068962853011517,6.082642328211762
1338,30,6.074772121066568,6.068202106079054
1338,31,6.086624791976303,6.0929238115512145
1338,32,6.070576677337103,6.063086494202028
1338,33,6.08354204595662,6.082641755338173
1338,34,6.059917797482536,6.097417838235599
1338,35,6.085000324441452,6.067953730408011
1338,36,6.091367883226984,6.091666595984824
1338,37,6.0724615149934555,6.075139333589738
1338,38,6.103196204640984,6.083098258776785
1338,39,6.095369190807749,6.079270322651661
1338,40,6.101479730757615,6.088377202948368
1338,41,6.059650930646357,6.078475787103143
1338,42,6.0671437021274635,6.087783278967368
1338,43,6.085056723654322,6.079385850507852
1338,44,6.081716676942214,6.083813801081223
1338,45,6.086237827916828,6.078067844386985
1338,46,6.060004669764428,6.092171443888244
1338,47,6.1057007541247605,6.090396511242327
1338,48,6.102213162169672,6.0827371663657255
1338,49,6.085439812939019,6.099121406610903
1338,50,6.103643611785193,6.110520469589677
1338,51,6.088567206599694,6.071349241157589
1338,52,6.097812064297953,6.066702689901791
1338,53,6.084545756395874,6.099388062893082
1338,54,6.099094026937165,6.069026485906434
1338,55,6.0876129699000545,6.085784423932136
1338,56,6.091046470307086,6.0714855502919205
1338,57,6.077961716661942,6.093808700439769
1338,58,6.103007217875103,6.097658907063855
1338,59,6.084674985391834,6.090852403159217
1338,60,6.087929097528596,6.075251094187347
1338,61,6.076973963245406,6.087291095193417
1338,62,6.096857574437591,6.103531270145463
1338,63,6.089037628017523,6.096066932124393
1338,64,6.095215426296059,6.084356317547217
1338,65,6.101371232288035,6.0827371663657255
1338,66,6.08080618657988,6.068328081341359
1338,67,6.104489827081069,6.063293293504103
1338,68,6.077263044963149,6.0853467572624655
1338,69,6.106928400030009,6.089188324866497
1338,70,6.08148455302676,6.0947727230856925
1338,71,6.090550900249755,6.087961491681826
1338,72,6.068161463141266,6.083487373025358
1338,73,6.084714377722438,6.077253429285092
1338,74,6.086722672052968,6.093141473582621
1338,75,6.094229779517746,6.097278553371196
1338,76,6.083492658970515,6.077008545919342
1338,77,6.107417175230806,6.099313044070871
1338,78,6.081633929603524,6.085031382164553
1338,79,6.10258324413617,6.0817278089898945
1338,80,6.110395944897217,6.097508274518026
1338,81,6.073844240913582,6.076718551490816
1338,82,6.076659937463269,6.093931018687178
1338,83,6.094722030855946,6.08670921215736
1338,84,6.0829393644811685,6.068946632144472
1338,85,6.076941761170707,6.101480132040964
1338,86,6.113148103925553,6.061785078066082
1338,87,6.08842708535448,6.075134265469835
1338,88,6.113330254101224,6.086976384176027
1338,89,6.097155600890349,6.095641611438113
1338,90,6.076746599134192,6.101383623383557
1338,91,6.0898287927636225,6.084733420168035
1338,92,6.088338054566717,6.080027778999611
1338,93,6.086785078601985,6.085011792137967
1338,94,6.086749820386014,6.088243313336322
1338,95,6.097715953344153,6.077549007134575
1338,96,6.087598934797879,6.085990171177957
1338,97,6.1010936743338355,6.0727773234603255
1338,98,6.084970769967023,6.06769285234346
1338,99,6.070535857609921,6.079156028390401
1673,0,6.033728263825611,6.037042686125856
1673,1,6.056897371931323,6.0199519765827105
1673,2,6.034721242456238,6.037295505155332
1673,3,6.016374258304307,6.04858185563268
1673,4,6.029352686355589,6.018995130424265
1673,5,6.01392037265894,6.058477251545003
1673,6,6.042034215463744,6.028171528528632
1673,7,6.027352878657067,6.04363346852763
1673,8,6.029323958734665,6.031021926046262
1673,9,6.048035433391159,6.027940744458099
1673,10,6.053401421940549,6.014590647427614
1673,11,6.027944121760734,6.038482762193596
1673,12,6.04131756579097,6.040270185265803
1673,13,6.038175751488161,6.038157696190554
1673,14,6.040161244159777,6.019946848757002
1673,15,6.022479601276615,6.036991899199098
1673,16,6.025585435571639,6.0562955879438
1673,17,6.019707107932594,6.053712540981181
1673,18,6.014480779538633,6.038387675925403
1673,19,6.029030609671377,6.026572292863378
1673,20,6.019732242384059,6.032878303610596
1673,21,6.0304841687948825,6.044090944458578
1673,22,6.020896434924746,6.037375551825651
1673,23,6.024305916478236,6.036746540331001
1673,24,6.0666346464575405,6.032922133605121
1673,25,6.036019687683728,6.044072827310793
1673,26,6.0345404722566025,6.017820209982043
1673,27,6.034895515769097,6.047575831013131
1673,28,6.030011031306243,6.02692799509244
1673,29,6.019550686228088,6.029036977428177
1673,30,6.040867830990988,6.044449287933597
1673,31,6.05213943756298,6.030970587112491
1673,32,6.037336975875127,6.024995896790126
1673,33,6.040540560930744,6.046534558852775
1673,34,6.024327883842977,6.055455388360342
1673,35,6.034146332219857,6.036555977897223
1673,36,6.022268069394133,6.048387140503419
1673,37,6.032731200716822,6.020539130565668
1673,38,6.028107511737652,6.050038439080201
1673,39,6.031024974304098,6.050054778061733
1673,40,6.0211643440783975,6.0388380478268475
1673,41,6.026485229552418,6.0342112053447545
1673,42,6.041799937258502,6.0392972787475125
1673,43,6.023137902172814,6.030604938831053
1673,44,6.041271259527643,6.0460605777913194
1673,45,6.0467983927910485,6.041663603650481
1673,46,6.057583317414148,6.026463812370755
1673,47,6.03786768048082,6.03397381176101
1673,48,6.038112093990923,6.030078423936142
1673,49,6.047435279644657,6.047088531851038
1673,50,6.022015518246518,6.040317580466802
1673,51,6.048320291009775,6.0309181955246345
1673,52,6.027766195049914,6.0380623959064295
1673,53,6.047003307057591,6.041084497363498
1673,54,6.028903335711562,6.064020673220109
1673,55,6.029679649549947,6.040817324535133
1673,56,6.044959255890162,6.051312767456707
1673,57,6.034693424305545,6.036333368677561
1673,58,6.038629519942042,6.030643368528383
1673,59,6.054016546410417,6.02261410625755
1673,60,6.052645373446644,6.036221749852146
1673,61,6.039989108244871,6.032916801074158
1673,62,6.016393578218976,6.05393602517365
1673,63,6.036960373891161,6.033507466231281
1673,64,6.020116239696269,6.026967385824137
1673,65,6.045349737299871,6.032878303610596
1673,66,6.028439313516798,6.032759696946249
1673,67,6.026399467983565,6.04315942196511
1673,68,6.024063417371934,6.04009581548598
1673,69,6.034100403467188,6.031905987300916
1673,70,6.026726345026158,6.0443218123056015
1673,71,6.024261461424488,6.0342112053447545
1673,72,6.031196382981267,6.050596139329148
1673,73,6.0405891315593045,6.041019802143431
1673,74,6.041445839865863,6.029177546510604
1673,75,6.031482353130974,6.037307001103962
1673,76,6.0271201697497325,6.044204241167974
1673,77,6.023842958091775,6.0363417028523445
1673,78,6.047160249495411,6.016284338679536
1673,79,6.035110066508532,6.036841585603535
1673,80,6.036723014346538,6.045698209013472
1673,81,6.03474064758039,6.038255684646417
1673,82,6.035973528742529,6.047260065875788
1673,83,6.0551611698396615,6.045223360370571
1673,84,6.024500988939267,6.053757616741673
1673,85,6.043881896359463,6.048258701862412
1673,86,6.050756810775705,6.033333083773414
1673,87,6.025136157887874,6.055964985483572
1673,88,6.044718508431751,6.027348362090042
1673,89,6.022635047448846,6.058320261630879
1673,90,6.029658133624927,6.040848599879741
1673,91,6.064443994473753,6.03068821004617
1673,92,6.015366533368814,6.0269628427502004
1673,93,6.027156708726373,6.0507758001815555
1673,94,6.037230114973834,6.029084929961211
1673,95,6.033880007675233,6.048258701862412
1673,96,6.017858502887318,6.026609598575102
1673,97,6.056693451760187,6.048258701862412
1673,98,6.0278245118909775,6.024370847484397
1673,99,6.059212912971934,6.036971559182379
2007,0,5.969359005099131,5.968573603427359
2007,1,5.970702872090003,5.960533884509692
2007,2,5.972152289887967,5.976957064180905
2007,3,5.984945767693073,5.957798039215237
2007,4,5.975266573647782,5.968642625354246
2007,5,5.974538804415875,5.972867418424468
2007,6,5.941504172930299,5.978422320300042
2007,7,5.94966082178057,5.97527079082619
2007,8,5.978289944828878,5.976652680560707
2007,9,5.973682687590581,5.958403909150884
2007,10,5.976954496228029,5.976893640958246
2007,11,5.965203452166052,5.97210062786845
2007,12,5.959707827119034,5.968088919079911
2007,13,5.972367082257008,5.962368443411519
2007,14,5.965862332698244,5.967056015638062
2007,15,5.963897280940266,5.981595247784706
2007,16,5.98529834420663,5.9540060059333575
2007,17,5.9654636018110825,5.972753304967917
2007,18,5.971036076192935,5.980330340568412
2007,19,5.968324305016178,5.984249022468657
2007,20,5.962033602091642,5.97439820382803
2007,21,5.963307526412282,5.9620501085478
2007,22,5.981453759100648,5.966625222169807
2007,23,5.953291075082194,5.970760441933946
2007,24,5.957351537424537,5.9602198997121665
2007,25,5.967003261536917,5.963554487295468
2007,26,5.949976331674643,5.980069239749261
2007,27,5.991420731959692,5.966748053452312
2007,28,5.947542521464529,5.969741284959963
2007,29,5.9646945251338925,5.976881654011711
2007,30,5.96772193333946,5.965981556221871
2007,31,5.994129280504563,5.967403402843923
2007,32,5.97881931583664,5.979149535492101
2007,33,5.963103855497342,5.976120548041513
2007,34,5.957285005892774,5.9651619051275215
2007,35,5.970250198420765,5.964479356489581
2007,36,5.966832548454985,5.963437017918333
2007,37,5.968393169336499,5.9819616794750745
2007,38,5.954822528259355,5.9833774578539245
2007,39,5.980838365118743,5.986244421175536
2007,40,5.966496364603858,5.963694095577777
2007,41,5.978229347257557,5.971352619692844
2007,42,5.974027045777172,5.972188626329453
2007,43,5.972231559245552,5.972906435363102
2007,44,5.973878361575086,5.963713017012649
2007,45,5.969987123416649,5.979150262740495
2007,46,5.947425872944244,5.972207853470489
2007,47,5.96367032388039,5.959538729683502
2007,48,5.9695527901333625,5.983063844252075
2007,49,5.970351860253735,5.96161172340153
2007,50,5.958257182991592,5.95873844022192
2007,51,5.963289246982784,5.971251710911638
2007,52,5.95217460870121,5.9687047759239755
2007,53,5.939670153900515,5.971144329857491
2007,54,5.9658013918971955,5.975854876411079
2007,55,5.963677334985335,5.970268214524637
2007,56,5.96736805725659,5.961852223055909
2007,57,5.969359528685205,5.975954485802835
2007,58,5.971093834014723,5.9663559497650756
2007,59,5.97850888758022,5.9787775132663405
2007,60,5.96329876272292,5.987211420171798
2007,61,5.980480124996224,5.986205318987201
2007,62,5.9703735271867275,5.967030673324929
2007,63,5.975281564724319,5.980711493945817
2007,64,5.96380410111195,5.978766827760659
2007,65,5.964488746573405,5.9819616794750745
2007,66,5.971466295207853,5.96493109069035
2007,67,5.96092981400812,5.97527079082619
2007,68,5.974599426101708,5.969980503898611
2007,69,5.980109818209415,5.967030673324929
2007,70,5.957907564639784,5.972363358942794
2007,71,5.9781260772885485,5.962380209041059
2007,72,5.955118800891779,5.976833413413852
2007,73,5.9883149864463885,5.975537448131694
2007,74,5.966197943311521,5.961462949392475
2007,75,5.975650200766194,5.975996424237873
2007,76,5.989964337355729,5.9869913808321495
2007,77,5.968970884304425,5.964342702622165
2007,78,5.977071021070952,5.967505564630305
2007,79,5.958884024130453,5.940496289548684
2007,80,5.981880983885339,5.981589019230674
2007,81,5.977541887113878,5.970616314697347
2007,82,5.968564404895433,5.965897293910891
2007,83,5.9707786237977185,5.96161172340153
2007,84,5.975645536630138,5.975854876411079
2007,85,5.968407479653632,5.961661880585587
2007,86,5.966772487612752,5.963852430600605
2007,87,5.975237264925235,5.975554983169103
2007,88,5.9800586644613825,5.962871884004194
2007,89,5.975509869779672,5.9619262369222765
2007,90,5.966039499861996,5.978018286909757
2007,91,5.976256413839201,5.971758999795681
2007,92,5.974287541818977,5.976918252660795
2007,93,5.96203237833593,5.961291484048831
2007,94,5.968105528429961,5.990009125456882
2007,95,5.971944475608429,5.995055826145742
2007,96,5.969341610875106,5.975642895086349
2007,97,5.969883794391367,5.972608936183233
2007,98,5.977255867504997,5.967747583902197
