fit_status,fit_variable,quadratic_a,quadratic_b,quadratic_c,log2_M_peak,log2_M_peak_sem,M_peak,M_peak_sem,S_peak,S_peak_sem,best_grid_M,best_grid_S,peak_inside_window,n,table_M_n,table_S_n,M_peak_minus_table_M_n,S_peak_minus_table_S_n,window_low,window_high,points_requested,points_used,samples_per_m,span,half_width,seed,sample_csv
concave_quadratic,log2_M,-0.04598015337153373,1.0010590254444665,1.724026781976545,10.885773013365165,0.010451745343386413,1892.1005110409321,13.707507231261875,7.172677443961049,0.00029039088376798915,1925.0,7.174477849375645,True,16,1873,7.176,19.100511040932133,-0.0033225560389515962,1405,2341,19,19,100,0.25,,20280605,peak_verification_n16_samples.csv
