fit_status,fit_variable,quadratic_a,quadratic_b,quadratic_c,log2_M_peak,log2_M_peak_sem,M_peak,M_peak_sem,S_peak,S_peak_sem,best_grid_M,best_grid_S,peak_inside_window,n,table_M_n,table_S_n,M_peak_minus_table_M_n,S_peak_minus_table_S_n,window_low,window_high,points_requested,points_used,samples_per_m,span,half_width,seed,sample_csv
concave_quadratic,log2_M,-0.03188475644693591,0.7820092446770027,3.4016541686744257,12.263058147840312,0.011858646718550565,4915.2808886613975,40.40256459546876,8.196566588485808,0.0002582079842980272,5242.0,8.197469496921814,True,18,4934,8.196,-18.719111338602488,0.0005665884858085946,3700,6168,17,17,60,0.25,,20290605,peak_verification_n18_samples.csv
