fit_status,fit_variable,quadratic_a,quadratic_b,quadratic_c,log2_M_peak,log2_M_peak_sem,M_peak,M_peak_sem,S_peak,S_peak_sem,best_grid_M,best_grid_S,peak_inside_window,n,table_M_n,table_S_n,M_peak_minus_table_M_n,S_peak_minus_table_S_n,window_low,window_high,points_requested,points_used,samples_per_m,span,half_width,seed,sample_csv
concave_quadratic,log2_M,-0.06779229627961592,1.2845483947676268,0.05803130460210228,9.474147250222813,0.012775658388111674,711.2176169992174,6.298124729665699,6.1430316256350235,0.0005592473460601699,644.0,6.144919929257772,True,14,716,6.143,-4.782383000782602,3.162563502367988e-05,537,895,21,21,150,0.25,,20270605,peak_verification_n14_samples.csv
