fit_status,fit_variable,quadratic_a,quadratic_b,quadratic_c,log2_M_peak,log2_M_peak_sem,M_peak,M_peak_sem,S_peak,S_peak_sem,best_grid_M,best_grid_S,peak_inside_window,n,table_M_n,table_S_n,M_peak_minus_table_M_n,S_peak_minus_table_S_n,window_low,window_high,points_requested,points_used,samples_per_m,span,half_width,seed,sample_csv
concave_quadratic,log2_M,-0.16790884987957577,2.26420906295314,-3.557474364080891,6.742375594190035,0.014859794471291557,107.06740971025341,1.1027969583146175,4.07559959901868,0.0015473253880084466,107.0,4.078449741164573,True,10,107,4.072,0.0674097102534148,0.003599599018680344,80,134,21,21,200,0.25,,20250605,peak_verification_n10_samples.csv
